Week,DPR no.,Report Date,Medium,Source ID ,Source title ,Source type,Content provider,No. of Correction,Pub year,Volume ,Issue,Article/Iss,Article title,Type of request,Correction Field,Correction Type,Missing/Error,CAR Supplier
Week-3,180115-011528,15-Jan-18,Journal,79142499,Pan-American Journal of Aquatic Sciences,J,Instituto de oceanografia,-,2017,12,4,Issue,-,MC,Whole issue missing,Missing content,-,Thomson Digital
Week-3,180115-008318,15-Jan-18,Journal,76830699,Mediators of Inflammation,J,E-Flow Hindawi Publishing,-,2017,2017,-,Article,Neutral Sphingomyelinase Behaviour in Hippocampus Neuroinflammation of MPTP-Induced Mouse Model of Parkinson’s Disease and in Embryonic Hippocampal Cells,MC,single Article missing,Missing content,-,Innodata Isogen Inc
Week-3,180115-008265,15-Jan-18,Journal,666926230,Robotics,J,MDPI AG,-,2018,7,1,Article,Close Range Tracking of an Uncooperative Target in a Sequence of Photonic Mixer Device (PMD) Images †,MC,single Article missing,Missing content,-,Thomson Digital
Week-3,180115-004144,15-Jan-18,Journal,76307999,Clinical Neuropharmacology,J,E-flow Lippincott Williams and Wilkins,-,2017,40,5,Issue,-,MC,Whole issue missing,Missing content,-,Innodata Isogen Inc
Week-3,180115-001652,15-Jan-18,Journal,654587224,International Journal of Civil Engineering and Technology,J,IAEME Publication,-,2017,8,12,Article,GRADING OF FINE CRUSHED STONE AND ITS EFFECT ON CONCRETE PROPERTIES USED IN THE UNITED ARAB EMIRATES,MC,single Article missing,Missing content,-,Innodata Isogen Inc
Week-3,180114-002930,14-Jan-18,Journal,78201599,Polish Journal of Environmental Studies,J,E-flow PDF HARD Publishing Company,-,2015,24,4,Article,Knowledge and Perception of Secondary School Students in Belgrade about Earthquakes as Natural Disasters,MC,single Article missing,Missing content,-,Spi
Week-3,180114-002722,14-Jan-18,Journal,79748999,Investment Management and Financial Innovations,J,LLC CPC Business Perspectives,-,2017,14,1,Article,Financial market imbalance: reasons and peculiarities of occurrence in Ukraine,MC,single Article missing,Missing content,-,Innodata Isogen Inc
Week-3,180115-011836,15-Jan-18,Journal,647842699,IFAC-PapersOnLine,J,E-Flow Elsevier,-,2017,50,1,Article,Frequency estimation of a sinusoidal signal with time-varying amplitude,MC,single Article missing,Missing content,-,Aptara
Week-3,180115-007064,15-Jan-18,Journal,78299399,International Journal of Applied Earth Observation and Geoinformation,J,E-Flow Elsevier,-,2017,57,-,Article,"Estimating inter-annual variability in winter wheat sowing datesfrom satellite time series in Camargue, France",MC,single Article missing,Missing content,-,Aptara
Week-3,180116-006838,16-Jan-18,Journal,647842699,IFAC-PapersOnLine,J,E-Flow Elsevier,-,2017,50,1,Article,A new brain emotional learning Simulink R toolbox for control systems design,MC,single Article missing,Missing content,-,Aptara
Week-3,180116-003994,16-Jan-18,Journal,263759099,Communications in Mathematical Analysis,J,Mathematical Research Publishers,-,2015,18,2,Article,THE EGOROFF THEOREM FOR OPERATOR-VALUED MEASURES IN LOCALLY CONVEX SPACES,MC,single Article missing,Missing content,-,Innodata Isogen Inc
Week-3,180116-005192,16-Jan-18,Journal,77109699,Geological Magazine,J,E-flow Cambridge University Press,-,2018,155,2,Issue,-,MC,Whole issue missing,Missing content,-,Innodata Isogen Inc
Week-3,180116-005887,16-Jan-18,Journal,326660599,Problems and Perspectives in Management,J,LLC CPC Business Perspectives,-,2017,15,2,Article,Dynamic analysis of different business failure process,MC,single Article missing,Missing content,-,Innodata Isogen Inc
Week-3,180116-005190,16-Jan-18,Journal,346826999,Journal of the Association for Information Science and Technology,J,E-flow Wiley Blackwell,-,2018,69,2,Article,Toward an Anatomy of IR System Component Performances,MC,single Article missing,Missing content,-,Spi
Week-3,180113-003577,13-Jan-18,Journal,263712699,International Journal of Applied Pharmaceutics,J,Innovare Academics Sciences Pvt. Ltd,-,2018,10,1,Issue,-,MC,Whole issue missing,Missing content,-,Spi
Week-3,180114-002506,14-Jan-18,Journal,76969899,Journal of Plant Nutrition,J,E-flow Taylor and Francis,-,2018,41,2,Issue,-,MC,Whole issue missing,Missing content,-,Spi
Week-3,180114-002511,14-Jan-18,Journal,79037199,Mathematica Slovaca,J,E-flow Walter de Gruyter,-,2017,67,6,Article,RADEMACHER'S THEOREM IN BANACH SPACES WITHOUT RNP,MC,single Article missing,Missing content,-,Innodata Isogen Inc
Week-3,180113-004174,13-Jan-18,Journal,76830599,Ophthalmologe,J,E-Flow Springer,-,2010,107,6,Article,"Position of the German Society of Ophthalmology, the Retinal Society and the German Professional Association of Ophthalmologists on therapy of macular edema in retinal vein occlusion",MC,single Article missing,Missing content,-,Spi
Week-3,180114-000884,14-Jan-18,Journal,78754699,Journal of Nanomaterials,J,E-Flow Hindawi Publishing,-,2017,2017,-,Article,"Recent Advances in Nanoparticles Enhanced Oil Recovery: Rheology, Interfacial Tension, Oil Recovery, and Wettability Alteration",MC,single Article missing,Missing content,-,Innodata Isogen Inc
Week-3,180114-000751,14-Jan-18,Journal,290357499,Open Dentistry Journal,J,E-flow Bentham Science Publishers Ltd,-,2017,11,1,Article,"Risk Factors of Orofacial Pain: A Population-Based Study in West Java Province, Indonesia",MC,single Article missing,Missing content,-,Spi
Week-3,180114-000138,14-Jan-18,Journal,79910699,Journal of Plant Ecology,J,E-flow Oxford University Press,-,2017,10,2,Article,"Diversity and distribution pattern of riparian plant species in the Wami River system, Tanzania",MC,single Article missing,Missing content,-,Innodata Isogen Inc
Week-3,180114-000138,14-Jan-18,Journal,79910699,Journal of Plant Ecology,J,E-flow Oxford University Press,-,2017,10,2,Article,The importance of functional diversity in the stability of Mediterranean shrubland communities after the impact of extreme climatic events,MC,single Article missing,Missing content,-,Innodata Isogen Inc
Week-3,180114-000138,14-Jan-18,Journal,79910699,Journal of Plant Ecology,J,E-flow Oxford University Press,-,2017,10,2,Article,Is there a latitudinal gradient in the proportion of species with spinescence?,MC,single Article missing,Missing content,-,Innodata Isogen Inc
Week-3,180114-000138,14-Jan-18,Journal,79910699,Journal of Plant Ecology,J,E-flow Oxford University Press,-,2017,10,2,Article,Species-specific phenological responses to long-term nitrogen fertilization in an alpine meadow,MC,single Article missing,Missing content,-,Innodata Isogen Inc
Week-3,180114-000138,14-Jan-18,Journal,79910699,Journal of Plant Ecology,J,E-flow Oxford University Press,-,2017,10,2,Article,Intraspecific variation in precipitation responses of a widespread C4 grass depends on site water limitation,MC,single Article missing,Missing content,-,Innodata Isogen Inc
Week-3,180114-000138,14-Jan-18,Journal,79910699,Journal of Plant Ecology,J,E-flow Oxford University Press,-,2017,10,2,Article,Differential responses of three coastal grassland species to seawater flooding,MC,single Article missing,Missing content,-,Innodata Isogen Inc
Week-3,180114-000138,14-Jan-18,Journal,79910699,Journal of Plant Ecology,J,E-flow Oxford University Press,-,2017,10,2,Article,The effects of habitat fragmentation on the reproduction and abundance of Angadenia berteroi,MC,single Article missing,Missing content,-,Innodata Isogen Inc
Week-3,180114-000138,14-Jan-18,Journal,79910699,Journal of Plant Ecology,J,E-flow Oxford University Press,-,2017,10,2,Article,"Relationships between soil seed banks and above-ground vegetation along a disturbance gradient in the W National Park trans-boundary biosphere reserve, West Africa",MC,single Article missing,Missing content,-,Innodata Isogen Inc
Week-3,180114-000138,14-Jan-18,Journal,79910699,Journal of Plant Ecology,J,E-flow Oxford University Press,-,2017,10,2,Article,Germination response of desert annuals to shrub facilitation is species specific but not ecotypic,MC,single Article missing,Missing content,-,Innodata Isogen Inc
Week-3,180114-000138,14-Jan-18,Journal,79910699,Journal of Plant Ecology,J,E-flow Oxford University Press,-,2017,10,2,Article,Evolution of germination strategy in the invasive species Ulex europaeus,MC,single Article missing,Missing content,-,Innodata Isogen Inc
Week-3,180114-000138,14-Jan-18,Journal,79910699,Journal of Plant Ecology,J,E-flow Oxford University Press,-,2017,10,2,Article,Ecogeographical variation of 12 morphological traits within Pinus tabulaeformis: the effects of environmental factors and demographic histories,MC,single Article missing,Missing content,-,Innodata Isogen Inc
Week-3,180114-000138,14-Jan-18,Journal,79910699,Journal of Plant Ecology,J,E-flow Oxford University Press,-,2017,10,2,Article,Weak correlation of flower color and nectar-tube depth in temperate grasslands,MC,single Article missing,Missing content,-,Innodata Isogen Inc
Week-3,180114-000138,14-Jan-18,Journal,79910699,Journal of Plant Ecology,J,E-flow Oxford University Press,-,2017,10,2,Article,Do different measures of maternal fitness affect estimation of natural selection on floral traits? A lesson from Linum pubescens (Linaceae),MC,single Article missing,Missing content,-,Innodata Isogen Inc
Week-3,180114-000044,14-Jan-18,Journal,645485849,"International Journal on Advanced Science, Engineering and Information Technology",J,Insight Society,-,2017,7,6,Article,E-Government Service Quality Based on E-GovQual Approach Case Study in West Sumatera Province,MC,single Article missing,Missing content,-,Thomson Digital
Week-3,180114-000044,14-Jan-18,Journal,645485849,"International Journal on Advanced Science, Engineering and Information Technology",J,Insight Society,-,2017,7,6,Article,Advancement of TDR Technique for Locating Power Cable Insulation Degradation,MC,single Article missing,Missing content,-,Thomson Digital
Week-3,180114-000044,14-Jan-18,Journal,645485849,"International Journal on Advanced Science, Engineering and Information Technology",J,Insight Society,-,2017,7,6,Article,Design and Implementation of Power Plant High-Side Voltage Controller for Coordinated Voltage Control,MC,single Article missing,Missing content,-,Thomson Digital
Week-3,180114-000044,14-Jan-18,Journal,645485849,"International Journal on Advanced Science, Engineering and Information Technology",J,Insight Society,-,2017,7,6,Article,Sizing Optimization of Hybrid Stand Alone Photovoltaic System,MC,single Article missing,Missing content,-,Thomson Digital
Week-3,180114-000044,14-Jan-18,Journal,645485849,"International Journal on Advanced Science, Engineering and Information Technology",J,Insight Society,-,2017,7,6,Article,Determining of Drying Characteristics for South Sumatera Low-Rank Coal using Solar and Laboratory Scaled Oven,MC,single Article missing,Missing content,-,Thomson Digital
Week-3,180114-000044,14-Jan-18,Journal,645485849,"International Journal on Advanced Science, Engineering and Information Technology",J,Insight Society,-,2017,7,6,Article,Bending Failure Analysis at HPFRC Plates with Various Depth and Loading Program,MC,single Article missing,Missing content,-,Thomson Digital
Week-3,180114-000044,14-Jan-18,Journal,645485849,"International Journal on Advanced Science, Engineering and Information Technology",J,Insight Society,-,2017,7,6,Article,Optimizing Economic Load Dispatch with Renewable Energy Sources via Differential Evolution Immunized Ant Colony Optimization Technique,MC,single Article missing,Missing content,-,Thomson Digital
Week-3,180114-000044,14-Jan-18,Journal,645485849,"International Journal on Advanced Science, Engineering and Information Technology",J,Insight Society,-,2017,7,6,Article,Visual Basic GUI for an Improved of M&V Framework Considering Risk Assessment,MC,single Article missing,Missing content,-,Thomson Digital
Week-3,180114-000044,14-Jan-18,Journal,645485849,"International Journal on Advanced Science, Engineering and Information Technology",J,Insight Society,-,2017,7,6,Article,Cause and Effect Prediction in Manufacturing Process Using an Improved Neural Networks,MC,single Article missing,Missing content,-,Thomson Digital
Week-3,180114-000044,14-Jan-18,Journal,645485849,"International Journal on Advanced Science, Engineering and Information Technology",J,Insight Society,-,2017,7,6,Article,Problem-based Learning for Programming Education,MC,single Article missing,Missing content,-,Thomson Digital
Week-3,180114-000044,14-Jan-18,Journal,645485849,"International Journal on Advanced Science, Engineering and Information Technology",J,Insight Society,-,2017,7,6,Article,Metadata Schema for Traditional Knowledge,MC,single Article missing,Missing content,-,Thomson Digital
Week-3,180114-000044,14-Jan-18,Journal,645485849,"International Journal on Advanced Science, Engineering and Information Technology",J,Insight Society,-,2017,7,6,Article,Using Tags for Measuring the Semantic Similarity of Users to Enhance Collaborative Filtering Recommender Systems,MC,single Article missing,Missing content,-,Thomson Digital
Week-3,180114-000044,14-Jan-18,Journal,645485849,"International Journal on Advanced Science, Engineering and Information Technology",J,Insight Society,-,2017,7,6,Article,Credit Card Detection System Based on Ridit Approach,MC,single Article missing,Missing content,-,Thomson Digital
Week-3,180114-000044,14-Jan-18,Journal,645485849,"International Journal on Advanced Science, Engineering and Information Technology",J,Insight Society,-,2017,7,6,Article,A Comparative Analysis of Rough Sets for Incomplete Information System in Student Dataset,MC,single Article missing,Missing content,-,Thomson Digital
Week-3,180114-000044,14-Jan-18,Journal,645485849,"International Journal on Advanced Science, Engineering and Information Technology",J,Insight Society,-,2017,7,6,Article,Fertility in South Pesisir Cows Following OVSYNCH and Co-Synch Protocols of Estrus Synchronization in West Sumatra,MC,single Article missing,Missing content,-,Thomson Digital
Week-3,180114-000044,14-Jan-18,Journal,645485849,"International Journal on Advanced Science, Engineering and Information Technology",J,Insight Society,-,2017,7,6,Article,ChilDiBu – A Mobile Application for Bulgarian Children with Special Educational Needs,MC,single Article missing,Missing content,-,Thomson Digital
Week-3,180114-000044,14-Jan-18,Journal,645485849,"International Journal on Advanced Science, Engineering and Information Technology",J,Insight Society,-,2017,7,6,Article,Structural Behaviour of Steel Building with Modified X-Braced EBF (Eccentrically Braced Frames) by Pushover Analysis,MC,single Article missing,Missing content,-,Thomson Digital
Week-3,180114-000044,14-Jan-18,Journal,645485849,"International Journal on Advanced Science, Engineering and Information Technology",J,Insight Society,-,2017,7,6,Article,"Estimating Water Footprint of Palm Oil Production in PTP Mitra Ogan Baturaja, South Sumatera",MC,single Article missing,Missing content,-,Thomson Digital
Week-3,180114-000044,14-Jan-18,Journal,645485849,"International Journal on Advanced Science, Engineering and Information Technology",J,Insight Society,-,2017,7,6,Article,Evaluation of Socioeconomic Status on Drug Addicts,MC,single Article missing,Missing content,-,Thomson Digital
Week-3,180114-000044,14-Jan-18,Journal,645485849,"International Journal on Advanced Science, Engineering and Information Technology",J,Insight Society,-,2017,7,6,Article,Physiological and Morphological Responses to Ozone Exposure of Coleus (Solenostemon scutellarioides (L.) Codd),MC,single Article missing,Missing content,-,Thomson Digital
Week-3,180114-000044,14-Jan-18,Journal,645485849,"International Journal on Advanced Science, Engineering and Information Technology",J,Insight Society,-,2017,7,6,Article,"Land Cover Classification using Object-Based Image Analysis of SPOT-6 Imagery for Land Cover and Forest Monitoring in Nagan Raya, Aceh – Indonesia",MC,single Article missing,Missing content,-,Thomson Digital
Week-3,180114-000044,14-Jan-18,Journal,645485849,"International Journal on Advanced Science, Engineering and Information Technology",J,Insight Society,-,2017,7,6,Article,Optimum Condition for the Application of Enzyme-Mediated Calcite Precipitation Technique as Soil Improvement Method,MC,single Article missing,Missing content,-,Thomson Digital
Week-3,180114-000044,14-Jan-18,Journal,645485849,"International Journal on Advanced Science, Engineering and Information Technology",J,Insight Society,-,2017,7,6,Article,Hydroxyapatite Coating on Titanium Alloy Ti-6Al-4V with Electrophoretic Deposition (EPD) for Dental Root Application,MC,single Article missing,Missing content,-,Thomson Digital
Week-3,180114-000044,14-Jan-18,Journal,645485849,"International Journal on Advanced Science, Engineering and Information Technology",J,Insight Society,-,2017,7,6,Article,Dental X-ray Image Segmentation using Gaussian Kernel-Based in Conditional Spatial Fuzzy C-means,MC,single Article missing,Missing content,-,Thomson Digital
Week-3,180114-000044,14-Jan-18,Journal,645485849,"International Journal on Advanced Science, Engineering and Information Technology",J,Insight Society,-,2017,7,6,Article,Comparison of the Methods to Estimate Missing Values in Monthly Precipitation Data,MC,single Article missing,Missing content,-,Thomson Digital
Week-3,180114-000044,14-Jan-18,Journal,645485849,"International Journal on Advanced Science, Engineering and Information Technology",J,Insight Society,-,2017,7,6,Article,The Mechanism of Erythrocytes Aggregation in EDTA-Blood of Ovarian Cancer Patients Viewed by Coulomb’s Law,MC,single Article missing,Missing content,-,Thomson Digital
Week-3,180114-000044,14-Jan-18,Journal,645485849,"International Journal on Advanced Science, Engineering and Information Technology",J,Insight Society,-,2017,7,6,Article,Developing a Stochastic Model of Queue Length at a Signalized Intersection,MC,single Article missing,Missing content,-,Thomson Digital
Week-3,180114-000044,14-Jan-18,Journal,645485849,"International Journal on Advanced Science, Engineering and Information Technology",J,Insight Society,-,2017,7,6,Article,Video-Based Stylized Rendering Using Frame Difference,MC,single Article missing,Missing content,-,Thomson Digital
Week-3,180114-000044,14-Jan-18,Journal,645485849,"International Journal on Advanced Science, Engineering and Information Technology",J,Insight Society,-,2017,7,6,Article,Design and Implementation of a Software System for High Level Business Rules,MC,single Article missing,Missing content,-,Thomson Digital
Week-3,180114-000044,14-Jan-18,Journal,645485849,"International Journal on Advanced Science, Engineering and Information Technology",J,Insight Society,-,2017,7,6,Article,Implementation of Robot Operating System in Beaglebone Black based Mobile Robot for Obstacle Avoidance Application,MC,single Article missing,Missing content,-,Thomson Digital
Week-3,180114-000044,14-Jan-18,Journal,645485849,"International Journal on Advanced Science, Engineering and Information Technology",J,Insight Society,-,2017,7,6,Article,Rice Seed Varieties Identification based on Extracted Colour Features Using Image Processing and Artificial Neural Network (ANN),MC,single Article missing,Missing content,-,Thomson Digital
Week-3,180114-000044,14-Jan-18,Journal,645485849,"International Journal on Advanced Science, Engineering and Information Technology",J,Insight Society,-,2017,7,6,Article,Experimental Verification of Interfacial Strength Effect on the Mechanical Properties of Carbon Fiber-Epoxy Composite,MC,single Article missing,Missing content,-,Thomson Digital
Week-3,180114-000044,14-Jan-18,Journal,645485849,"International Journal on Advanced Science, Engineering and Information Technology",J,Insight Society,-,2017,7,6,Article,The Influence of Steel Fibers Extracted from Waste Tyre on Properties of Concrete Containing Fly Ash,MC,single Article missing,Missing content,-,Thomson Digital
Week-3,180114-000044,14-Jan-18,Journal,645485849,"International Journal on Advanced Science, Engineering and Information Technology",J,Insight Society,-,2017,7,6,Article,Making Retention Pond as an Attractive Element for Site Planning at Lowland Housing Area,MC,single Article missing,Missing content,-,Thomson Digital
Week-3,180114-000044,14-Jan-18,Journal,645485849,"International Journal on Advanced Science, Engineering and Information Technology",J,Insight Society,-,2017,7,6,Article,"Hydrothermal Alteration Mineralogy Associated with Gold Mineralization in Buladu Area, Gorontalo, Northern Sulawesi, Indonesia",MC,single Article missing,Missing content,-,Thomson Digital
Week-3,180114-000044,14-Jan-18,Journal,645485849,"International Journal on Advanced Science, Engineering and Information Technology",J,Insight Society,-,2017,7,6,Article,Performative Improvement of Solar-Biomass Hybrid Dryer for Fish Drying,MC,single Article missing,Missing content,-,Thomson Digital
