Week,DPR no.,Report Date,Medium,Source ID ,Source title ,Source type,Content provider,No. of Correction,Pub year,Volume ,Issue,Article/Iss,Article title,Correction Field,Correction Type,Sub KPI,Precision/Recall,CAR Supplier
Week-19,180507-001644,7-May-18,Journal,290219199,Journal of Advanced Research in Dynamical and Control Systems,J,"Institute of Advanced Scientific Research, Inc.",-,2018,10,4SpecialIssue,Issue,-,Whole issue missing,Missing content,-,-,Spi
Week-19,180507-001508,7-May-18,Journal,661922422,International Journal of Engineering and Technology(UAE),J,Science Publishing Corporation Inc,-,2018,7,2.4,Article,High Mobility Supports Routing Protocol (HMSRP) in Mobile Ad Hoc Networks,Single Article missing,Missing content,-,-,Thomson Digital
Week-19,180507-001518,7-May-18,Journal,77188099,Papers in Meteorology and Geophysics,J,Web Portal J-Stage,-,2011,62,-,Article,"Testing a new quick response oxygen sensor, “RINKO”",Single Article missing,Missing content,-,-,Spi
Week-19,180507-003050,7-May-18,Journal,322386299,XLinguae,J,Slovenska Vzdelavacia Obstaravacia,-,2018,11,2,Issue,-,Whole issue missing,Missing content,-,-,Spi
Week-19,180507-002200,7-May-18,Journal,690128100,International Journal of Cancer Management,J,KOWSAR Medical Publishing Company,-,2017,10,10,Article,A Review of the Quality of Extant Clinical Practice Guidelines in Cancer Therapy-Induced Mucositis,Single Article missing,Missing content,-,-,Spi
Week-19,180507-002255,7-May-18,Journal,290219199,Journal of Advanced Research in Dynamical and Control Systems,J,"Institute of Advanced Scientific Research, Inc.",-,2017,9,-,Article,TO REDUCE TRAFFIC IN PEER-TO-PEER NETWORKS USING GREEDY ALGORITHM OVER VIDEO LIVE STREAMING,Single Article missing,Missing content,-,-,Spi
Week-19,180507-002091,7-May-18,Journal,76224199,Analytical Chemistry,J,E-flow ACS (American Chemical Society),-,2017,89,21,Article,Pitfalls in Size Characterization of Soft Particles by Dynamic Light Scattering Online Coupled to Asymmetrical Flow Field-Flow Fractionation,Single Article missing,Missing content,-,-,Innodata Isogen Inc
Week-19,180507-003557,7-May-18,Journal,661922422,International Journal of Engineering and Technology(UAE),J,Science Publishing Corporation Inc,-,2018,7,-,Article,A Design of Multichannel Data Transmission Through Power Line Communication,Single Article missing,Missing content,-,-,Thomson Digital
Week-19,180507-003596,7-May-18,Journal,259427899,International Journal of Pure and Applied Mathematics,J,Academic Press,-,2018,118,-,Article,Test Volume Reduction for Logic Circuits by Sharing of Test Patterns,Single Article missing,Missing content,-,-,Innodata Isogen Inc
Week-19,180507-002815,7-May-18,Journal,661922422,International Journal of Engineering and Technology(UAE),J,Science Publishing Corporation Inc,-,2018,7,1.1,Article,Optimizing best cloud service using the Bayesian personalized ranking framework,Single Article missing,Missing content,-,-,Thomson Digital
Week-19,180507-007184,7-May-18,Journal,259427899,International Journal of Pure and Applied Mathematics,J,Academic Press,-,2018,118,-,Article,Multi-Scale Networks Deep FCNN-CRF Contextual Model for Semantic Segmentation,Single Article missing,Missing content,-,-,Innodata Isogen Inc
Week-19,180507-005806,7-May-18,Journal,630693933,Cancer Immunology Research,J,American Association for Cancer Research Inc.,-,2018,6,4,Article,Low-Density Lipoprotein Uptake Inhibits the Activation and Antitumor Functions of Human Vg9Vd2 T Cells,Single Article missing,Missing content,-,-,Innodata Isogen Inc
Week-19,180507-002935,7-May-18,Journal,647842713,Nonlinear Engineering,J,E-flow Walter de Gruyter,-,2015,4,1,Article,Exact solutions for the fractional dierential equations by using the rst integral method,Single Article missing,Missing content,-,-,Innodata Isogen Inc
Week-19,180507-009736,7-May-18,Journal,78013299,Journal of Language and Social Psychology,J,E-Flow Sage Publications,-,2018,37,3,Issue,-,Whole issue missing,Missing content,-,-,Spi
Week-19,180507-010644,7-May-18,Journal,76950999,New Phytologist,J,E-flow Wiley Blackwell,-,2017,216,3,Article,A non-DNA-binding activity for the ATHB4 transcription factor in the control of vegetation proximity,Single Article missing,Missing content,-,-,Spi
Week-19,180507-005734,7-May-18,Book series,77458099,Key Engineering Materials,K,E-flow Trans Tech Publications,-,2018,763,-,Article,Experimental Study and Numerical Assessment of the Flexural Behaviour of Square and Rectangular CFST Members under Monotonic and Cyclic Loading,Single Article missing,Missing content,-,-,Innodata Isogen Inc
Week-19,180507-006097,7-May-18,Journal,77441999,Journal of Micromechanics and Microengineering,J,Web Portal IOP,-,2018,28,7,Article,Shrinkage and colour in the production of microsized PDMS particles for microfluidic applications,Single Article missing,Missing content,-,-,Innodata Isogen Inc
Week-19,180507-005588,7-May-18,Journal,79687899,Slavia,J,E-Flow PDF Slovansky Ustav AV CR,-,2016,85,3,Issue,-,Whole issue missing,Missing content,-,-,Innodata Isogen Inc
Week-19,180507-006245,7-May-18,Journal,661922422,International Journal of Engineering and Technology(UAE),J,Science Publishing Corporation Inc,-,2018,7,2.21,Article,Modified classic a priori algorithm for association rule mining.,Single Article missing,Missing content,-,-,Thomson Digital
Week-19,180507-006245,7-May-18,Journal,661922422,International Journal of Engineering and Technology(UAE),J,Science Publishing Corporation Inc,-,2018,7,2.21,Article,Internet of things for industrial monitoring and control applications.,Single Article missing,Missing content,-,-,Thomson Digital
Week-19,180507-006245,7-May-18,Journal,661922422,International Journal of Engineering and Technology(UAE),J,Science Publishing Corporation Inc,-,2018,7,2.21,Article,A study on reliability of Manets using trust management system,Single Article missing,Missing content,-,-,Thomson Digital
Week-19,180507-003428,7-May-18,Journal,290219199,Journal of Advanced Research in Dynamical and Control Systems,J,"Institute of Advanced Scientific Research, Inc.",-,2017,9,18SpecialIssue,Article,A COMPARATIVE ANALYSIS OF CLASSIFICATION ALGORITHMS FOR FETAL GROWTH,Single Article missing,Missing content,-,-,Spi
Week-19,180507-003451,7-May-18,Journal,259427899,International Journal of Pure and Applied Mathematics,J,Academic Press,-,2018,118,18SpecialIssueE,Article,Survey based on Comparison of different CMOS logic styles with Hybrid CMOS Memristor Logic Style with issues and parameters,Single Article missing,Missing content,-,-,Innodata Isogen Inc
Week-19,180507-006989,7-May-18,Journal,79165899,European Research Studies Journal,J,International Strategic Management Association,-,2018,21,1,Article,Innovation Process and Control Function in Management,Single Article missing,Missing content,-,-,Innodata Isogen Inc
Week-19,180507-013307,7-May-18,Journal,79630499,Journal of Entrepreneurship Education,J,Allied Business Academies,-,2018,21,2,Issue,-,Whole issue missing,Missing content,-,-,Spi
Week-19,180507-004380,7-May-18,Journal,259427899,International Journal of Pure and Applied Mathematics,J,Academic Press,-,2018,118,18SpecialIssueD,Article,A survey on Energy Efficient Routing Protocols,Single Article missing,Missing content,-,-,Innodata Isogen Inc
Week-19,180507-009945,7-May-18,Journal,77198799,Science and Public Policy,J,E-flow Oxford University Press,-,2018,45,2,Issue,-,Whole issue missing,Missing content,-,-,Thomson Digital
Week-19,180507-009307,7-May-18,Journal,756590129,Machines,J,MDPI AG,-,2018,6,2,Article,On the Computational Methods for Solving the Differential-Algebraic Equations of Motion of Multibody Systems,Single Article missing,Missing content,-,-,Thomson Digital
Week-19,180507-009307,7-May-18,Journal,756590129,Machines,J,MDPI AG,-,2018,6,2,Article,Use of the Adjoint Method for Controlling the Mechanical Vibrations of Nonlinear Systems,Single Article missing,Missing content,-,-,Thomson Digital
Week-19,180505-002108,5-May-18,Journal,661889540,International Journal of Mechanical Engineering and Technology,J,IAEME Publication,-,2018,9,4,Article,MANAGERIAL PREPARATION OF ENGINEERS WITH EYES OF STUDENTS,Single Article missing,Missing content,-,-,Innodata Isogen Inc
Week-19,180505-002108,5-May-18,Journal,661889540,International Journal of Mechanical Engineering and Technology,J,IAEME Publication,-,2018,9,4,Article,"STRUCTURE AND CONTENT OF THE ELECTRONIC SCHOOL-METHODICAL  COMPLEX ON THE DISCIPLINE ""MECHANICS OF SOILS, FOUNDATIONS AND FOUNDATIONS""",Single Article missing,Missing content,-,-,Innodata Isogen Inc
Week-19,180505-002108,5-May-18,Journal,661889540,International Journal of Mechanical Engineering and Technology,J,IAEME Publication,-,2018,9,4,Article,FORMING THE COMPETENCE OF FUTURE ENGINEERS IN THE CONDITIONS OF CONTEXT TRAINING,Single Article missing,Missing content,-,-,Innodata Isogen Inc
Week-19,180505-002108,5-May-18,Journal,661889540,International Journal of Mechanical Engineering and Technology,J,IAEME Publication,-,2018,9,4,Article,THE ROLE OF NETWORK INTERACTION IN THE PROFESSIONAL TRAINING OF FUTURE ENGINEERS,Single Article missing,Missing content,-,-,Innodata Isogen Inc
Week-19,180505-002108,5-May-18,Journal,661889540,International Journal of Mechanical Engineering and Technology,J,IAEME Publication,-,2018,9,4,Article,IMPLEMENTATION OF HEURIST TRAINING TECHNOLOGY IN THE FORMATION OF FUTURE ENGINEERS,Single Article missing,Missing content,-,-,Innodata Isogen Inc
Week-19,180507-006362,7-May-18,Journal,79929899,Cancer Management and Research,J,Dove Medical Press Ltd.,-,2018,10,-,Article,Emergency treatment of complicated colorectal cancer,Single Article missing,Missing content,-,-,Spi
Week-19,180507-005347,7-May-18,Journal,76997899,European Journal of Public Health,J,E-flow Oxford University Press,-,2016,27,1,Article,The relationship between outpatient department utilisation and non-hospital ambulatory care in Austria,Single Article missing,Missing content,-,-,Innodata Isogen Inc
Week-19,180507-005833,7-May-18,Journal,78193899,Monthly Notices of the Royal Astronomical Society,J,E-flow Oxford University Press,-,2016,455,2,Article,SPACEWARPS– II. New gravitational lens candidates from the CFHTLS discovered through citizen science,Single Article missing,Missing content,-,-,Thomson Digital
Week-19,180508-001967,8-May-18,Journal,263743099,Osong Public Health and Research Perspectives,J,Korea Centers for Disease Control and Prevention,-,2018,9,2,Issue,-,Whole issue missing,Missing content,-,-,Thomson Digital
Week-19,180508-005789,8-May-18,Journal,298820899,Rupkatha Journal on Interdisciplinary Studies in Humanities,J,Aesthetics Media Services,-,2018,10,2,Article,Modern Advertising Practice: Gender Images and Stereotypes Generation,Single Article missing,Missing content,-,-,Innodata Isogen Inc
Week-19,180508-001599,8-May-18,Journal,78739199,Man in India,J,Serials Publications,-,2017,97,21,Article,The Issues of Developing Relati ons wit h the Public in Kazakhstan and CIS Countries Annotati on,Single Article missing,Missing content,-,-,Innodata Isogen Inc
Week-19,180508-001599,8-May-18,Journal,78739199,Man in India,J,Serials Publications,-,2017,97,21,Article,The Results of Collobaration of Kazakhstan and Turkey in the Field of Education,Single Article missing,Missing content,-,-,Innodata Isogen Inc
Week-19,180508-003050,8-May-18,Journal,308298299,ZDM - Mathematics Education,J,E-Flow Springer,-,2018,50,1-2,Article,Training mathematics teachers for realistic math problems: a case of modeling-based teacher education courses,Single Article missing,Missing content,-,-,Spi
Week-19,180508-003050,8-May-18,Journal,308298299,ZDM - Mathematics Education,J,E-Flow Springer,-,2018,50,1-2,Article,Modelling with authentic data in sixth grade,Single Article missing,Missing content,-,-,Spi
Week-19,180508-003050,8-May-18,Journal,308298299,ZDM - Mathematics Education,J,E-Flow Springer,-,2018,50,1-2,Article,Mathematical modelling with hands-on experimental tasks: on the student's sense of credibility,Single Article missing,Missing content,-,-,Spi
Week-19,180508-003050,8-May-18,Journal,308298299,ZDM - Mathematics Education,J,E-Flow Springer,-,2018,50,1-2,Article,The impact of linguistic complexity on the solution of mathematical modelling tasks,Single Article missing,Missing content,-,-,Spi
Week-19,180508-003050,8-May-18,Journal,308298299,ZDM - Mathematics Education,J,E-Flow Springer,-,2018,50,1-2,Article,Open word problems: taking the additive or the multiplicative road?,Single Article missing,Missing content,-,-,Spi
Week-19,180508-003050,8-May-18,Journal,308298299,ZDM - Mathematics Education,J,E-Flow Springer,-,2018,50,1-2,Article,“Why do I have to learn this?” A case study on students’ experiences of the relevance of mathematical modelling activities,Single Article missing,Missing content,-,-,Spi
Week-19,180508-003050,8-May-18,Journal,308298299,ZDM - Mathematics Education,J,E-Flow Springer,-,2018,50,1-2,Article,"Do students value modelling problems, and are they confident they can solve such problems? Value and self-efficacy for modelling, word, and intra-mathematical problems",Single Article missing,Missing content,-,-,Spi
Week-19,180508-003050,8-May-18,Journal,308298299,ZDM - Mathematics Education,J,E-Flow Springer,-,2018,50,1-2,Article,Considerations on the use of mathematics in modeling activities,Single Article missing,Missing content,-,-,Spi
Week-19,180508-003050,8-May-18,Journal,308298299,ZDM - Mathematics Education,J,E-Flow Springer,-,2018,50,1-2,Article,Expansive movements in the development of mathematical modeling: analysis from an Activity Theory perspective,Single Article missing,Missing content,-,-,Spi
Week-19,180508-003050,8-May-18,Journal,308298299,ZDM - Mathematics Education,J,E-Flow Springer,-,2018,50,1-2,Article,Students' interpretations and reasoning about phenomena with negative rates of change throughout a model development sequence,Single Article missing,Missing content,-,-,Spi
Week-19,180508-003050,8-May-18,Journal,308298299,ZDM - Mathematics Education,J,E-Flow Springer,-,2018,50,1-2,Article,The use of heuristic strategies in modelling activities,Single Article missing,Missing content,-,-,Spi
Week-19,180508-003050,8-May-18,Journal,308298299,ZDM - Mathematics Education,J,E-Flow Springer,-,2018,50,1-2,Article,Ways to teach modelling—a 50 year study,Single Article missing,Missing content,-,-,Spi
Week-19,180508-003161,8-May-18,Journal,290219199,Journal of Advanced Research in Dynamical and Control Systems,J,"Institute of Advanced Scientific Research, Inc.",-,2018,10,4SpecialIssue,Article,Identification of Text in Blurred Number Plate Image Using Hybrid Algorithm,Single Article missing,Missing content,-,-,Spi
Week-19,180505-005527,5-May-18,Journal,78052299,Archiv Tierzucht,J,Leibniz Institute for Farm Animal Biology,-,2013,56,-,Article,"Effect of time, amount and frequency of feeding on total egg production, fertility and hatchability in broiler breeders",Single Article missing,Missing content,-,-,Innodata Isogen Inc
Week-19,180507-010772,7-May-18,Journal,297329899,Materials,J,MDPI AG,-,2018,11,5,Article,Advanced Material-Ordered Nanotubular Ceramic Membranes Covalently Capped with Single-Wall Carbon Nanotubes,Single Article missing,Missing content,-,-,Thomson Digital
Week-19,180507-008839,7-May-18,Journal,78914599,Acta Facultatis Xylologiae,J,E-Flow PDF  Technical University in Zvolen,-,2017,59,2,Article,PARTICLEBOARDS PREPARED WITH ADDITION OF COPPER SULPHATE – PART 2: MOISTURE AND STRENGTH PROPERTIES,Single Article missing,Missing content,-,-,SPI
Week-19,180507-009316,7-May-18,Journal,77111399,Geophysical Journal International,J,E-flow Oxford University Press,-,2017,211,1,Article,"Extracting surface waves, hum and normal modes: time-scale phase-weighted stack and beyond",Single Article missing,Missing content,-,-,Thomson Digital
Week-19,180507-008736,7-May-18,Journal,78914599,Acta Facultatis Xylologiae,J,E-Flow PDF  Technical University in Zvolen,-,2017,59,2,Article,PARTICLEBOARDS PREPARED WITH ADDITION OF COPPER SULPHATE – PART 1: BIOLOGICAL RESISTANCE,Single Article missing,Missing content,-,-,SPI
Week-19,180507-004676,7-May-18,Journal,297329899,Materials,J,MDPI AG,-,2018,11,5,Article,Theoretical Design of Multilayer Dental Posts Using CAD-Based Approach and Sol-Gel Chemistry,Single Article missing,Missing content,-,-,Thomson Digital
Week-19,180507-002275,7-May-18,Journal,290219199,Journal of Advanced Research in Dynamical and Control Systems,J,"Institute of Advanced Scientific Research, Inc.",-,2017,9,SpecialIssue17,Article,REGENERATE THE CONNECTIVITY IN DAMAGED WIRELESS SENSOR NETWORKS USING MODIFIED CONVEX HULL ALGORITHM,Single Article missing,Missing content,-,-,SPI
Week-19,180506-001522,6-May-18,Journal,79720699,Evidence-Based Mental Health,J,E-flow BMJ Publishing Group,-,2018,21,1,Issue,-,Whole issue missing,Missing content,-,-,Innodata Isogen Inc
Week-19,180505-002662,5-May-18,Journal,661922422,International Journal of Engineering and Technology(UAE),J,Science Publishing Corporation Inc,-,2018,7,1.3,Article,An improved wrapper-based feature selection for efficient opinion mining,Single Article missing,Missing content,-,-,Thomson Digital
Week-19,180505-004801,5-May-18,Journal,290219199,Journal of Advanced Research in Dynamical and Control Systems,J,"Institute of Advanced Scientific Research, Inc.",-,2017,2017,SpecialIssue13,Article,"Promotion of Corporate Governance Under the Companies Act, 2013-An Analysis of the Provisions Incorporated Under the Companies Act, 2013 in Relation to Corporate Governance",Single Article missing,Missing content,-,-,SPI
Week-19,180505-004911,5-May-18,Journal,316219099,Micromachines,J,MDPI AG,-,2018,9,5,Article,Applications of LaserWelding in Dentistry: A State-of-the-Art Review,Single Article missing,Missing content,-,-,Thomson Digital
Week-19,180505-005721,5-May-18,Journal,339492799,"Muscles, Ligaments and Tendons Journal",J,CIC Edizioni Internazionali s.r.l.,-,2017,7,3,Article,Real-time sonoelastography: principles and clinical applications in tendon disorders. A systematic review,Single Article missing,Missing content,-,-,SPI
Week-19,180505-005753,5-May-18,Journal,76706199,Viral Immunology,J,E-flow Mary Ann Liebert,-,2018,31,4,Issue,-,Whole issue missing,Missing content,-,-,Innodata Isogen Inc
Week-19,180505-005753,5-May-18,Journal,80078999,Virulence,J,E-flow Taylor and Francis,-,2017,9,1,Article,Effects of cannabinoid receptor type 2 in respiratory syncytial virus infection in human subjects and mice,Single Article missing,Missing content,-,-,SPI
Week-19,180505-001903,5-May-18,Journal,290219199,Journal of Advanced Research in Dynamical and Control Systems,J,"Institute of Advanced Scientific Research, Inc.",-,2018,10,4SpecialIssue,Article,Energy Efficient Transmission for Multi- Radio Multi-Hop Cooperative Wireless Networks,Single Article missing,Missing content,-,-,SPI
Week-19,180505-002103,5-May-18,Journal,78701999,Asian Journal of Plant Sciences,J,Asian Network for Scientific Information,-,2018,17,2,Issue,-,Whole issue missing,Missing content,-,-,SPI
Week-19,180505-002342,5-May-18,Journal,79933499,Pharmacognosy Journal,J,EManuscript Technologies,-,2016,8,5,Article,Bioactive Fraction from Datura stramonium Linn. Promotes Human immune Cells Mediated Cytotoxicity towards Lung and Breast Cancer Cells,Single Article missing,Missing content,-,-,Innodata Isogen Inc
Week-19,180508-003633,8-May-18,Journal,79642199,Current Trends in Biotechnology and Pharmacy,J,E-flow PDF Association of Biotechnology and Pharmacy,-,2018,12,1,Issue,-,Whole issue missing,Missing content,-,-,Spi
Week-19,180508-005737,8-May-18,Journal,79165899,European Research Studies Journal,J,International Strategic Management Association,-,2018,21,1,Article,A Regional System to Forecast the Social-Economic Development: The Case of the RF Regions,Single Article missing,Missing content,-,-,Innodata Isogen Inc
Week-19,180508-001743,8-May-18,Journal,259430399,Gadjah Mada International Journal of Business,J,E-flow PDF Gadjah Mada University,-,2018,20,1,Issue,-,Whole issue missing,Missing content,-,-,Spi
Week-19,180508-009855,8-May-18,Journal,298819699,Diametros,J,Uniwersytet Jagiellonski,-,2018,55,-,Issue,-,Whole issue missing,Missing content,-,-,Innodata Isogen Inc
Week-19,180508-010904,8-May-18,Journal,77360799,Fundamenta Informaticae,J,E-flow IOS Press,-,2018,160,1,Issue,-,Whole issue missing,Missing content,-,-,Innodata Isogen Inc
Week-19,180508-011030,8-May-18,Journal,77176499,Outlook on Agriculture,J,E-Flow Sage Publications,-,2017,46,3,Article,"Rural transformation, cereals and youth in Africa: What role for international agricultural research?",Single Article missing,Missing content,-,-,Spi
Week-19,180508-012820,8-May-18,Journal,79608899,Energies,J,MDPI AG,-,2018,11,3,Article,Evaluation of Excess Heat Utilization in District Heating Systems by Implementing Levelized Cost of Excess Heat,Single Article missing,Missing content,-,-,Innodata Isogen Inc
Week-19,180508-013100,8-May-18,Journal,78030199,Astrophysical Journal,J,Web Portal IOP,-,2018,858,1,Article,Chandra and XMM-Newton Observations of the Abell 3395/Abell 3391 Intercluster Filament,Single Article missing,Missing content,-,-,Innodata Isogen Inc
Week-19,180508-013162,8-May-18,Journal,78193899,Monthly Notices of the Royal Astronomical Society,J,E-flow Oxford University Press,-,2017,469,2,Article,Witnessing the growth of the nearest galaxy cluster: thermodynamics of the Virgo Cluster outskirts,Single Article missing,Missing content,-,-,Thomson Digital
Week-19,180508-004363,8-May-18,Journal,290219199,Journal of Advanced Research in Dynamical and Control Systems,J,"Institute of Advanced Scientific Research, Inc.",-,2017,9,-,Article,ANALYSIS OF INVERTED SUSPENDED CIRCULAR PATCH ANTENNA LOADED WITH A SQUARE PATCH FOR LTE RADAR APPLICATIONS,Single Article missing,Missing content,-,-,Spi
Week-19,180508-006281,8-May-18,Journal,76677299,Water Science and Technology,J,IWA Publishing,-,2018,77,8,Issue,-,Whole issue missing,Missing content,-,-,Innodata Isogen Inc
Week-19,180508-014310,8-May-18,Journal,308551399,OncoImmunology,J,E-flow Taylor and Francis,-,2014,3,9,Article,Radioimmunotherapy for oncological indications,Single Article missing,Missing content,-,-,Spi
Week-19,180508-015606,8-May-18,Journal,631342702,Open Geosciences,J,E-flow Walter de Gruyter,-,2017,9,1,Article,Methodological approach for the estimation of a new velocity model for continental Ecuador,Single Article missing,Missing content,-,-,Innodata Isogen Inc
Week-19,180509-000021,9-May-18,Journal,346242699,Central European Journal of Nursing and Midwifery,J,University of Ostrava,-,2017,8,4,Article,EDITORIAL,Single Article missing,Missing content,-,-,Innodata Isogen Inc
Week-19,180509-000021,9-May-18,Journal,346242699,Central European Journal of Nursing and Midwifery,J,University of Ostrava,-,2017,8,4,Article,EDUCATIONAL ASSESSMENT OF DIABETICS REQUIRING VASCULAR SURGERY,Single Article missing,Missing content,-,-,Innodata Isogen Inc
Week-19,180509-000021,9-May-18,Journal,346242699,Central European Journal of Nursing and Midwifery,J,University of Ostrava,-,2017,8,4,Article,"FAMILY CAREGIVER SATISFACTION WITH HOME-BASED PALLIATIVE CARE SERVICES IN NORTH RHINE-WESTPHALIA, GERMANY",Single Article missing,Missing content,-,-,Innodata Isogen Inc
Week-19,180509-000021,9-May-18,Journal,346242699,Central European Journal of Nursing and Midwifery,J,University of Ostrava,-,2017,8,4,Article,NURSING STUDENTS’ WORK EXPERIENCE BASED PERCEPTIONS OF “BEING A GOOD NURSE”,Single Article missing,Missing content,-,-,Innodata Isogen Inc
