Week,DPR no.,Report Date,Medium,Source ID ,Source title ,Source type,Content provider,No. of Correction,Pub year,Volume ,Issue,Article/Iss,Article title,Correction Field,Correction Type,Sub KPI,Precision/Recall,CAR Supplier
Week-17,180422-000375,22-Apr-18,Journal,297615699,Revista de Investigaciones Veterinarias del Peru,J,Universidad Nacional Mayor de San Marcos,-,2018,29,1,Article,"DEMOGRAPHIC PARAMETERS IN THE POPULATION OF DOGS AND CATS IN HUMAN SETTLEMENTS OF THE DISTRICT OF VENTANILLA, CALLAO-PERU",Single Article missing,Missing content,-,-,Innodata Isogen Inc
Week-17,180422-000375,22-Apr-18,Journal,297615699,Revista de Investigaciones Veterinarias del Peru,J,Universidad Nacional Mayor de San Marcos,-,2018,29,1,Article,"PREVALENCE OF BOVINE MASTITIS IN THE ANAIME CANYON, A COLOMBIAN DAIRY REGION, INCLUDING ETIOLOGY AND ANTIMICROBIAL RESISTANCE",Single Article missing,Missing content,-,-,Innodata Isogen Inc
Week-17,180422-000375,22-Apr-18,Journal,297615699,Revista de Investigaciones Veterinarias del Peru,J,Universidad Nacional Mayor de San Marcos,-,2018,29,1,Article,"KNOWLEDGE, PERCEPTIONS AND PRACTICES RELATED TO CYSTIC ECHINOCOCCOSIS IN FAMILIES WITH HISTORY OF THIS ILLNESS",Single Article missing,Missing content,-,-,Innodata Isogen Inc
Week-17,180422-000375,22-Apr-18,Journal,297615699,Revista de Investigaciones Veterinarias del Peru,J,Universidad Nacional Mayor de San Marcos,-,2018,29,1,Article,"HELMINTHS IN Pelecanus thagus AND SPHENISCUS HUMBOLDTI OF THE COAST OF LIMA, PERU",Single Article missing,Missing content,-,-,Innodata Isogen Inc
Week-17,180422-000375,22-Apr-18,Journal,297615699,Revista de Investigaciones Veterinarias del Peru,J,Universidad Nacional Mayor de San Marcos,-,2018,29,1,Article,COPROPREVALENCE OF CANINE INFESTATION BY Echinococcus granulosus IN AN ENDEMIC HIDATIDOSIS DISCTRICT IN PERU,Single Article missing,Missing content,-,-,Innodata Isogen Inc
Week-17,180422-000375,22-Apr-18,Journal,297615699,Revista de Investigaciones Veterinarias del Peru,J,Universidad Nacional Mayor de San Marcos,-,2018,29,1,Article,PREVALENCE OF CYSTOISOSPORA SUIS IN PIGLETS AND SOWS IN VENEZUELA,Single Article missing,Missing content,-,-,Innodata Isogen Inc
Week-17,180422-000375,22-Apr-18,Journal,297615699,Revista de Investigaciones Veterinarias del Peru,J,Universidad Nacional Mayor de San Marcos,-,2018,29,1,Article,"PREVALENCE OF GASTROINTESTINAL PARASITISM IN BOVINES OF CESAR STATE, COLOMBIA",Single Article missing,Missing content,-,-,Innodata Isogen Inc
Week-17,180422-000375,22-Apr-18,Journal,297615699,Revista de Investigaciones Veterinarias del Peru,J,Universidad Nacional Mayor de San Marcos,-,2018,29,1,Article,BACTERIOLOGICAL ISOLATION AND CHARACTERIZATION OF HISTOPATHOLOGICAL LESIONS IN TETRA BLEEDING HEART (Hyphessobrycon erythrostigma) OF THE PERUVIAN AMAZON BASIN,Single Article missing,Missing content,-,-,Innodata Isogen Inc
Week-17,180422-000375,22-Apr-18,Journal,297615699,Revista de Investigaciones Veterinarias del Peru,J,Universidad Nacional Mayor de San Marcos,-,2018,29,1,Article,"MORPHOLOGICAL IDENTIFICATION OF Culicoides spp DESCRIBED AS ORBIVIRUS TRANSMITTERS TRAPPED IN SHEEP FARMS IN PUCALLPA, PERU",Single Article missing,Missing content,-,-,Innodata Isogen Inc
Week-17,180422-000375,22-Apr-18,Journal,297615699,Revista de Investigaciones Veterinarias del Peru,J,Universidad Nacional Mayor de San Marcos,-,2018,29,1,Article,"PRESENCE OF RISK FACTORS ASSOCIATED WITH THE DISSEMINATION OF BRUCELLOSIS TO HUMANS IN MILK PROCESSING AND SLAUGHTERING UNITS OF THE MANABÍ PROVINCE, ECUADOR",Single Article missing,Missing content,-,-,Innodata Isogen Inc
Week-17,180422-000375,22-Apr-18,Journal,297615699,Revista de Investigaciones Veterinarias del Peru,J,Universidad Nacional Mayor de San Marcos,-,2018,29,1,Article,"ANTIMICROBIAL RESISTANCE AND GENOTYPING OF SALMONELLA TYPHIMURIUM STRAINS ISOLATED FROM GUINEA PIGS (Cavia porcellus) FROM INTENSIVE PRODUCTION FARMS OF THE CITY OF LIMA, PERU",Single Article missing,Missing content,-,-,Innodata Isogen Inc
Week-17,180422-000375,22-Apr-18,Journal,297615699,Revista de Investigaciones Veterinarias del Peru,J,Universidad Nacional Mayor de San Marcos,-,2018,29,1,Article,DETECTION OF A PROTEIN ASSOCIATED WITH ACUTE HEPATOPANCREATIC NECROSIS DISEASE (AHPND) IN Litopenaeus vannamei UNDER SEMI-INTENSIVE FARMING IN ECUADOR,Single Article missing,Missing content,-,-,Innodata Isogen Inc
Week-17,180422-000375,22-Apr-18,Journal,297615699,Revista de Investigaciones Veterinarias del Peru,J,Universidad Nacional Mayor de San Marcos,-,2018,29,1,Article,EVALUATION OF THE IMMUNOGENICITY OF A RECOMBINANT PROTEIN OF A Pasteurella multocida ISOLATED FROM ALPACAS WITH PNEUMONIA,Single Article missing,Missing content,-,-,Innodata Isogen Inc
Week-17,180422-000375,22-Apr-18,Journal,297615699,Revista de Investigaciones Veterinarias del Peru,J,Universidad Nacional Mayor de San Marcos,-,2018,29,1,Article,EFFECT OF RETINOIC CCID ON EXPRESSION OF RECEPTOR CCR9 AND ALPHA 4 BETA 7 INTEGRIN IN ALPACA BLOOD LEUKOCYTES (Vicugna pacos),Single Article missing,Missing content,-,-,Innodata Isogen Inc
Week-17,180422-000375,22-Apr-18,Journal,297615699,Revista de Investigaciones Veterinarias del Peru,J,Universidad Nacional Mayor de San Marcos,-,2018,29,1,Article,THE PERUVIAN PITBULL: AN EXTINCT DOG BREED,Single Article missing,Missing content,-,-,Innodata Isogen Inc
Week-17,180422-000375,22-Apr-18,Journal,297615699,Revista de Investigaciones Veterinarias del Peru,J,Universidad Nacional Mayor de San Marcos,-,2018,29,1,Article,"FELINE INFECTIOUS PERITONITIS: TWO CLINICAL CASES IN LIMA, PERU",Single Article missing,Missing content,-,-,Innodata Isogen Inc
Week-17,180422-000375,22-Apr-18,Journal,297615699,Revista de Investigaciones Veterinarias del Peru,J,Universidad Nacional Mayor de San Marcos,-,2018,29,1,Article,PRELIMINARY RESULTS OF HEMATOLOGICAL VALUES FOR WILD POPULATION OF Spheniscus humboldti IN SOUTHERN PERU,Single Article missing,Missing content,-,-,Innodata Isogen Inc
Week-17,180422-003749,22-Apr-18,Journal,79110399,Israel Journal of Veterinary Medicine,J,Israel Veterinary Medical Association,-,2008,63,4,Article,"PORCINE CIRCOVIRUS TYPE 2 (PCV2) INFECTION OF PIGS IN ISRAEL: CLINICAL PRESENTATION, DIAGNOSIS AND VIRUS IDENTIFICATION",Single Article missing,Missing content,-,-,Spi
Week-17,180423-000513,23-Apr-18,Journal,79157299,WSEAS Transactions on Systems and Control,J,World Scientific and Engineering Academy and Society,-,2018,13,1,Article,Approaches to modeling of biological experimental data with GraphPad Prism software,Single Article missing,Missing content,-,-,Spi
Week-17,180422-000414,22-Apr-18,Journal,79213099,Egitim Arastirmalari - Eurasian Journal of Educational Research,J,Ani Publishing,-,2018,2018,73,Article,Students’ Responses to CL-Based Teaching of English Prepositions,Single Article missing,Missing content,-,-,Spi
Week-17,180423-002105,23-Apr-18,Journal,77110599,Bioinformatics,J,E-flow Oxford University Press,-,2017,33,3,Article,OMBlast: alignment tool for optical mapping using a seed-and-extend approach,Single Article missing,Missing content,-,-,Innodata Isogen Inc
Week-17,180422-003987,22-Apr-18,Journal,338357699,International Journal of Energy Economics and Policy,J,Econjournals,-,2018,8,1,Article,"Development of Electricity Program, Electrificaty Ratio with Human Development Index in West Java Province, Indonesia",Single Article missing,Missing content,-,-,Spi
Week-17,180422-003724,22-Apr-18,Journal,79110399,Israel Journal of Veterinary Medicine,J,Israel Veterinary Medical Association,-,2009,64,4,Article,HORMONAL THERAPY IN SOWS (SuS Scrofa DomeStica),Single Article missing,Missing content,-,-,Spi
Week-17,180422-001001,22-Apr-18,Journal,80044799,Journal of Babol University of Medical Sciences,J,Babol University of Medical Sciences,-,2018,20,3,Issue,-,Whole issue missing,Missing content,-,-,Spi
Week-17,180421-000896,21-Apr-18,Journal,79153699,International Journal of Applied Business and Economic Research,J,Serials Publications,-,2017,15,22,Article,A Critical Perspective Analysis of Iraqi Accounting Thought: Some Thoughts on the Search for Better Understanding of Accounting in Practice,Single Article missing,Missing content,-,-,Innodata Isogen Inc
Week-17,180421-001556,21-Apr-18,Journal,661922422,International Journal of Engineering and Technology(UAE),J,Science Publishing Corporation Inc,-,2018,7,2,Article,An Improved Hybrid PWM Technique for DC Capacitors Voltage Balance of Five Level DCMLI,Single Article missing,Missing content,-,-,Thomson Digital
Week-17,180421-001688,21-Apr-18,Journal,79922899,IEEE Transactions on Smart Grid,J,E-flow IEEE,-,2018,9,3,Article,Fault Diagnosis for Smart Grids in Pragmatic Conditions,Single Article missing,Missing content,-,-,Innodata Isogen Inc
Week-17,180421-001799,21-Apr-18,Journal,306286899,Frontiers in Psychology,J,Frontiers Media S. A,-,2015,6,-,Article,Constructing the context through goals and schemata: top-down processes in comprehension and beyond,Single Article missing,Missing content,-,-,Thomson Digital
Week-17,180421-004683,21-Apr-18,Journal,78264999,Current Topics in Medicinal Chemistry,J,Web Portal Bentham Science Publishers Ltd,-,2018,18,1,Issue,-,Whole issue missing,Missing content,-,-,SPI
Week-17,180421-004518,21-Apr-18,Journal,665913513,Communication Today,J,"University of SS. Cyril and Methodius, Faculty of Mass Media Communication",-,2018,9,1,Issue,-,Whole issue missing,Missing content,-,-,Thomson Digital
Week-17,180421-004398,21-Apr-18,Journal,290368399,Slovenska Rec,J,E-flow Walter de Gruyter,-,2017,82,3,Issue,-,Whole issue missing,Missing content,-,-,Innodata Isogen Inc
Week-17,180421-003483,21-Apr-18,Journal,79558899,Mausam,J,India Meteorological Department,-,2013,64,2,Article,Identification of key parameters producing rainfall,Single Article missing,Missing content,-,-,SPI
Week-17,180422-001439,22-Apr-18,Journal,78483899,Current Drug Discovery Technologies,J,Web Portal Bentham Science Publishers Ltd,-,2018,15,1,Article,Anti-Carcinogenic Effects of Carnosol-An Updated Review,Single Article missing,Missing content,-,-,SPI
Week-17,180422-003460,22-Apr-18,Journal,79418199,Bulgarian Chemical Communications,J,Institute of Chemical Engineering - Bulgarian Academy of Sciences,-,2017,49,4,Article,Novel dextran/?-cyclodextrin and dextran macroporous cryogels for topical delivery of curcumin in the treatment of cutaneous T-cell lymphoma,Single Article missing,Missing content,-,-,Innodata Isogen Inc
Week-17,180422-001150,22-Apr-18,Journal,77928599,Archives of Iranian Medicine,J,Academy of Medical Sciences of I.R. Iran,-,2017,20,12,Article,Iran Pituitary Tumor Registry: Description of the Program and Initial Results,Single Article missing,Missing content,-,-,SPI
Week-17,180423-010623,23-Apr-18,Journal,78602199,Radioelectronics and Communications Systems,J,E-Flow Springer,-,2018,61,1,Article,Electrodynamical Model of Composite Cylindrical Structure with Laminated Dielectric,Single Article missing,Missing content,-,-,Spi
Week-17,180423-011346,23-Apr-18,Journal,76371599,Giornale di Chirurgia,J,CIC Edizioni Internazionali s.r.l.,-,2018,39,2,Issue,-,Whole issue missing,Missing content,-,-,Spi
Week-17,180423-012221,23-Apr-18,Journal,278970599,Remote Sensing,J,MDPI AG,-,2017,9,7,Article,"Multi-Temporal X-Band Radar Interferometry Using Corner Reflectors: Application and Validation at the Corvara Landslide (Dolomites, Italy)",Single Article missing,Missing content,-,-,Thomson Digital
Week-17,180423-007287,23-Apr-18,Journal,641122714,Communications in Applied and Industrial Mathematics,J,E-flow Walter de Gruyter,-,2018,9,1,Article,Comparison of minimization methods for nonsmooth image segmentation,Single Article missing,Missing content,-,-,Innodata Isogen Inc
Week-17,180423-010553,23-Apr-18,Journal,76428199,Journal of Small Animal Practice,J,E-flow Wiley Blackwell,-,2018,59,3,Issue,-,Whole issue missing,Missing content,-,-,Spi
Week-17,180423-012597,23-Apr-18,Journal,77607399,"Modelling, Measurement and Control A",J,AMSE Press,-,2017,90,2,Article,Pentaprism Measurements of Large Flat Mirrors,Single Article missing,Missing content,-,-,Innodata Isogen Inc
Week-17,180423-008809,23-Apr-18,Journal,278969499,Journal of Political Ecology,J,The University of Arizona Libraries,-,2017,24,1,Article,We adapt … but is it good or bad? Locating the political ecology and social-ecological systems debate in reindeer herding in the Swedish Sub-Arctic,Single Article missing,Missing content,-,-,Thomson Digital
Week-17,180423-008134,23-Apr-18,Journal,79935099,Frontiers in Integrative Neuroscience,J,Frontiers Research Foundation,-,2018,12,8,Article,Large-Scale Brain Networks Supporting Divided Attention across Spatial Locations and Sensory Modalities,Single Article missing,Missing content,-,-,Spi
Week-17,180423-007489,23-Apr-18,Journal,306286899,Frontiers in Psychology,J,Frontiers Media S. A,-,2015,6,-,Article,To make people save energy tell them what others do but also who they are:a preliminary study,Single Article missing,Missing content,-,-,Thomson Digital
Week-17,180423-006393,23-Apr-18,Journal,78706299,Particle and Fibre Toxicology,J,E-flow BioMed Central,-,2017,14,1,Article,Pro-inflammatory adjuvant properties of pigment-grade titanium dioxide particles are augmented by a genotype that potentiates interleukin 1? processing,Single Article missing,Missing content,-,-,Thomson Digital
Week-17,180423-005990,23-Apr-18,Journal,76853299,Journal of Strength and Conditioning Research,J,E-flow Lippincott Williams and Wilkins,-,2018,32,1,Article,EFFECTS OF TWO DIFFERENT SELF-ADAPTED OCCLUSAL SPLINTS ON ELECTROMYOGRAPHIC AND FORCE PARAMETERS DURING ELBOW FLEXORS ISOMETRIC CONTRACTION,Single Article missing,Missing content,-,-,Innodata Isogen Inc
Week-17,180423-008219,23-Apr-18,Journal,77140999,Journal of Scientific and Industrial Research,J,Scientific Publishers,-,2000,59,3,Article,Grafting of CMC by the Ionic-Xanthate Method,Single Article missing,Missing content,-,-,Innodata Isogen Inc
Week-17,180423-008340,23-Apr-18,Journal,76972999,Journal of Experimental Botany,J,E-flow Oxford University Press,-,2018,69,9,Issue,-,Whole issue missing,Missing content,-,-,Innodata Isogen Inc
Week-17,180423-008872,23-Apr-18,Journal,78336399,Egyptian Journal of Chemistry,J,NIDOC (Nat.Inform.Document.Centre),-,2017,60,6,Article,Characterization of Plastic Composite Based on HIPS Loaded with Bagasse,Single Article missing,Missing content,-,-,Innodata Isogen Inc
Week-17,180423-007355,23-Apr-18,Journal,654587235,"News of the National Academy of Sciences of the Republic of Kazakhstan, Series of Geology and Technical Sciences",J,National Academy of Sciences of the Republic of Kazakhstan,-,2018,2,428,Article,EFFECT OF PREMIX AND EXHAUST GAS RECIRCULATION ON THE EMISSION CHARACTERISTICS OF BIODIESEL FUELED ENGINE,Single Article missing,Missing content,-,-,Spi
Week-17,180423-007486,23-Apr-18,Journal,78330899,IEEE Sensors Journal,J,E-flow IEEE,-,2018,18,4,Article,Probabilistic Context-Aware Step Length Estimation for Pedestrian Dead Reckoning,Single Article missing,Missing content,-,-,Innodata Isogen Inc
Week-17,180423-004239,23-Apr-18,Journal,358116899,"Journal of Telecommunication, Electronic and Computer Engineering",J,Universiti Teknikal Malaysia Melaka,-,2018,10,1,Issue,-,Whole issue missing,Missing content,-,-,Innodata Isogen Inc
Week-17,180423-009505,23-Apr-18,Journal,78725099,"Journal of Food, Agriculture and Environment",J,WFL Publisher Ltd.,-,2017,15,3,Article,Comprehensive assessment of productivity interrelations and indicators of quality of millet seeds,Single Article missing,Missing content,-,-,Spi
Week-17,180423-010598,23-Apr-18,Journal,77407299,International Journal of Applied Electromagnetics and Mechanics,J,E-flow IOS Press,-,2018,56,-,Article,Multiobjective tabu search algorithm for the optimal design of a thermo-acoustic magneto-hydro-dynamic electric generator,Single Article missing,Missing content,-,-,Innodata Isogen Inc
Week-17,180422-001784,22-Apr-18,Journal,316125399,International Journal of Applied Glass Science,J,E-flow Wiley Blackwell,-,2018,9,1,Article,"Determination of AsSI-SbSI glasses short-range structure via Raman spectroscopy, XPS and XRD",Single Article missing,Missing content,-,-,Spi
Week-17,180424-011106,24-Apr-18,Journal,79936699,Vakcinologie,J,E-flow PDF Medakta s.r.o.,-,2018,12,1,Issue,-,Whole issue missing,Missing content,-,-,Spi
Week-17,180424-012148,24-Apr-18,Journal,76829199,Cerebral Cortex,J,E-flow Oxford University Press,-,2018,28,4,Article,Homozygous Loss of Autism-Risk Gene CNTNAP2 Results in Reduced Local and Long-Range Prefrontal Functional Connectivity,Single Article missing,Missing content,-,-,Innodata Isogen Inc
