Week,DPR no.,Report Date,Medium,Source ID ,Source title ,Source type,Content provider,No. of Correction,Pub year,Volume ,Issue,Article/Iss,Article title,Correction Field,Correction Type,Sub KPI,Precision/Recall,CAR Supplier
Week-5,180128-001370,28-Jan-18,Journal,654587224,International Journal of Civil Engineering and Technology,J,IAEME Publication,-,2017,8,10,Article,SYSTEMATIC APPROACH TO SELECTION OF MODELS FOR INVESTIGATION INTO TECHNICAL OBJECTS OF AUTOMATED SYSTEMS,Single Article missing,Missing content,-,-,Innodata Isogen Inc
Week-5,180128-001370,28-Jan-18,Journal,654587224,International Journal of Civil Engineering and Technology,J,IAEME Publication,-,2017,8,10,Article,MODELING OF THE INVESTMENT AND CONSTRUCTION TREND IN RUSSIA,Single Article missing,Missing content,-,-,Innodata Isogen Inc
Week-5,180128-000086,28-Jan-18,Journal,79001599,Producao,J,SciELO-Scientific Electronic Library Online,-,2017,27,SpecialIssue,Article,"A Project Based Learning approach for Production
Planning and Control: analysis of 45 projects
developed by students",Single Article missing,Missing content,-,-,Thomson Digital
Week-5,180128-001142,28-Jan-18,Journal,77594299,Turkish Journal of Electrical Engineering and Computer Sciences,J,Turkiye Klinikleri Journal of Medical Sciences,-,2017,25,5,Article,"A low power memoryless ROM design architecture for a direct digital frequency
synthesizer",Single Article missing,Missing content,-,-,Innodata Isogen Inc
Week-5,180127-001749,27-Jan-18,Journal,259427899,International Journal of Pure and Applied Mathematics,J,Academic Press,-,2017,114,SpecialIssue12,Article,"A NOVEL METHOD OF COMPUTING THE VALUE OF
COMBINATIONS",Single Article missing,Missing content,-,-,Innodata Isogen Inc
Week-5,180127-001749,27-Jan-18,Journal,259427899,International Journal of Pure and Applied Mathematics,J,Academic Press,-,2017,114,SpecialIssue7,Article,"A Study on the Encoding Systems in Vedic Era and
Modern Era",Single Article missing,Missing content,-,-,Innodata Isogen Inc
Week-5,180128-002026,28-Jan-18,Journal,76251299,Acta Biomedica,J,Mattioli 1885,-,2018,88,4,Article,"Medical Humanities. Recognition and reorganization
within the Italian University",Single Article missing,Missing content,-,-,Spi
Week-5,180127-004919,27-Jan-18,Journal,78320799,International Journal of Photoenergy,J,E-Flow Hindawi Publishing,-,2017,2017,-,Article,"Protonation and Photocatalytic Activity of the Rb2La2Ti3O10
Layered Oxide in the Reaction of Hydrogen Production",Single Article missing,Missing content,-,-,Innodata Isogen Inc
Week-5,180127-004997,27-Jan-18,Journal,79957299,Journal of Optics (United Kingdom),J,Web Portal IOP,-,2018,20,2,Article,"Graphene surface plasmons mediated
thermal radiation",Single Article missing,Missing content,-,-,Innodata Isogen Inc
Week-5,180128-000458,28-Jan-18,Journal,290219199,Journal of Advanced Research in Dynamical and Control Systems,J,"Institute of Advanced Scientific Research, Inc.",-,2017,9,SpecialIssue18,Article,PERFORMANCE EVALUATION OF MULTI STAGE ATTACKS PREDICTION,Single Article missing,Missing content,-,-,SPI
Week-5,180127-002675,27-Jan-18,Journal,263676399,Bulletin of Chemical Reaction Engineering & Catalysis,J,Diponegoro University,-,2018,13,1,Issue,-,Whole issue missing,Missing content,-,-,Innodata Isogen Inc
Week-5,180127-003805,27-Jan-18,Journal,79639299,Biomedical and Pharmacology Journal,J,Oriental Scientific Publishing Company,-,2017,10,4,Article,"Role of Caspase-3 as Risk Factors of
Premature Rupture of Membranes",Single Article missing,Missing content,-,-,Innodata Isogen Inc
Week-5,180127-004074,27-Jan-18,Journal,77384299,IEEE Signal Processing Letters,J,E-flow IEEE,-,2018,25,1,Article,"Secure Communications With Asymptotically
Gaussian Compressed Encryption",Single Article missing,Missing content,-,-,Innodata Isogen Inc
Week-5,180127-001567,27-Jan-18,Journal,259427899,International Journal of Pure and Applied Mathematics,J,Academic Press,-,2017,113,6SpecialIssue,Article,"Distance degree sequence of product
graphs",Single Article missing,Missing content,-,-,Innodata Isogen Inc
Week-5,180129-005160,29-Jan-18,Journal,278970599,Remote Sensing,J,MDPI AG,-,2018,10,2,Issue,-,Whole issue missing,Missing content,-,-,Thomson Digital
Week-5,180129-006136,29-Jan-18,Journal,79165899,European Research Studies Journal,J,International Strategic Management Association,-,2017,20,3,Article,"Aspect-Oriented, Key-Index Based Regional Business Entities’ Evaluation Framework",Single Article missing,Missing content,-,-,Innodata Isogen Inc
Week-5,180129-003799,29-Jan-18,Journal,79608899,Energies,J,MDPI AG,-,2017,10,10,Article,"Co-Digestion of Napier Grass and Its Silage with Cow
Dung for Methane Production",Single Article missing,Missing content,-,-,Innodata Isogen Inc
Week-5,180129-008376,29-Jan-18,Journal,78739199,Man in India,J,Serials Publications,-,2017,97,22,Article,OPPORTUNITY ANALYSIS OF CULTURAL HERITAGE OBJECTS’ MODERN USE,Single Article missing,Missing content,-,-,Innodata Isogen Inc
Week-5,180129-008492,29-Jan-18,Journal,76466399,Journal of Organic Chemistry,J,E-flow ACS (American Chemical Society),-,2018,83,1,Article,"An Anthracene-Incorporated [8]Cycloparaphenylene Derivative as
an Emitter in Photon Upconversion",Single Article missing,Missing content,-,-,Innodata Isogen Inc
Week-5,180129-008854,29-Jan-18,Journal,301972099,Oncotarget,J,Impact Journals LLC,-,2017,8,22,Article,"Caloric restriction delays early phases of carcinogenesis via
effects on the tissue microenvironment",Single Article missing,Missing content,-,-,Thomson Digital
Week-5,180129-007022,29-Jan-18,Journal,295802099,International Journal of Applied Engineering Research,J,Research India Publications,-,2017,12,20,Article,Design and Optimization of Stand-alone PV System for Egyptian Rural Communities,Single Article missing,Missing content,-,-,Spi
Week-5,180129-007871,29-Jan-18,Journal,78739199,Man in India,J,Serials Publications,-,2017,97,22,Article,FORESIGHT REQUIREMENTS TO THE TEACHER ON THE VERGE OF COGNITIVE REVOLUTION,Single Article missing,Missing content,-,-,Innodata Isogen Inc
Week-5,180128-000522,28-Jan-18,Journal,77742299,Mechanics and Mechanical Engineering,J,Wydawnictwo Politechniki Lodzkiej,-,2017,21,3,Article,"Optimization of Turning Process Parameters
by Taguchi{Based Six Sigma",Single Article missing,Missing content,-,-,Innodata Isogen Inc
Week-5,180129-004259,29-Jan-18,Journal,76229199,Anticancer Research,J,International Institute of Anticancer Research,-,2018,38,2,Issue,-,Whole issue missing,Missing content,-,-,Innodata Isogen Inc
Week-5,180129-006866,29-Jan-18,Journal,290219199,Journal of Advanced Research in Dynamical and Control Systems,J,"Institute of Advanced Scientific Research, Inc.",-,2017,9,-,Article,"SOCIAL MEDIA MULTICASTING CONFIDENTIALITY USING
BLOOM HASH SIGNCRYPTION",Single Article missing,Missing content,-,-,Spi
Week-5,180128-001583,28-Jan-18,Journal,78248899,BMC Pediatrics,J,E-flow BioMed Central,-,2017,17,1,Article,"The role of endoscopic ultrasound in
children with Pancreatobiliary and
gastrointestinal disorders: a single center
series and review of the literature",Single Article missing,Missing content,-,-,Thomson Digital
Week-5,180128-001656,28-Jan-18,Journal,78945099,BioResources,J,North Carolina State University,-,2016,11,4,Article,Effects of Heat-Treatment and Nano-Wollastonite Impregnation on Fire Properties of Solid Wood,Single Article missing,Missing content,-,-,Thomson Digital
Week-5,180129-002447,29-Jan-18,Journal,319824099,International Journal of Genomics,J,E-Flow Hindawi Publishing,-,2017,2017,-,Article,"Circular RNAs: Biogenesis, Function, and a Role as Possible
Cancer Biomarkers",Single Article missing,Missing content,-,-,Innodata Isogen Inc
Week-5,180127-004390,27-Jan-18,Journal,658086042,Annual Research and Review in Biology,J,SCIENCEDOMAIN international,-,2017,21,6,Article,"Impact of Coupled NOx/Aerosol Aircraft Emissions on Ozone
Photochemistry and Radiative Forcing",Single Article missing,Missing content,-,-,Spi
Week-5,180128-002348,28-Jan-18,Journal,76856499,Gigiena i Sanitariya,J,Izdatel'stvo Meditsina,-,2017,96,10,Issue,-,Whole issue missing,Missing content,-,-,Innodata Isogen Inc
Week-5,180128-003828,28-Jan-18,Journal,79918399,Revista Portuguesa de Imunoalergologia,J,Sociedade Portuguesa de Alergologia e Imunologia Clinica,-,2017,25,4,Issue,-,Whole issue missing,Missing content,-,-,Spi
Week-5,180128-000223,28-Jan-18,Journal,76520699,Motivation and Emotion,J,E-Flow Springer,-,2017,41,6,Article,An Study of Women Employees Perception towards Worklife Balance in Various Manufacturing Sectors in Chennai,Single Article missing,Missing content,-,-,Spi
Week-5,180129-005747,29-Jan-18,Journal,263700399,Pertanika Journal of Science and Technology,J,Universiti Putra Malaysia Press,-,2018,26,1,Article,Impact of Goods and Services Tax (GST) on Logistic Sector,Single Article missing,Missing content,-,-,Spi
Week-5,180129-000907,29-Jan-18,Journal,329988099,International Journal of Power Electronics and Drive Systems,J,Institute of Advanced Engineering and Science,-,2017,8,2,Article,Rabies,Single Article missing,Missing content,-,-,Spi
Week-5,180129-000907,29-Jan-18,Journal,329988099,International Journal of Power Electronics and Drive Systems,J,Institute of Advanced Engineering and Science,-,2017,8,3,Article,"Spatial and Temporal Variability of Environmental
Radioactivity in Basra and Baghdad Cities, Iraq",Single Article missing,Missing content,-,-,Spi
Week-5,180128-002574,28-Jan-18,Journal,342671699,Orthopaedic Journal of Sports Medicine,J,E-Flow Sage Publications,-,2018,6,1,Article,"THE PROBLEM OF THE ASSESSMENT OF BACKGROUND CONTENT OF HEAVY METAL
IN THE KUBAN-MANYCH WATERWAY",Single Article missing,Missing content,-,-,Spi
Week-5,180129-002046,29-Jan-18,Journal,318818299,International Journal of Technology,J,"Faculty of Engineering, Universitas Indonesia",-,2018,9,1,Article,"ZVS Full Bridge Series Resonant Boost Converter with Series-
Connected Transformer",Single Article missing,Missing content,-,-,Thomson Digital
Week-5,180130-006441,30-Jan-18,Journal,79639299,Biomedical and Pharmacology Journal,J,Oriental Scientific Publishing Company,-,2017,10,4,Article,"Motorcycle-Related Cranio-Maxillofacial Injuries
among Brazilian Children and Adolescents",Single Article missing,Missing content,-,-,Innodata Isogen Inc
Week-5,180130-006757,30-Jan-18,Journal,79001799,Espacios,J,SciELO-Scientific Electronic Library Online,-,2017,38,56,Article,"The problem of adaptation of foreign
students studying in Russian
universities",Single Article missing,Missing content,-,-,Thomson Digital
Week-5,180130-002101,30-Jan-18,Journal,76830699,Mediators of Inflammation,J,E-Flow Hindawi Publishing,-,2017,2017,-,Article,"Pretreatment Liver Injury Predicts Poor Prognosis of
DLBCL Patients",Single Article missing,Missing content,-,-,Innodata Isogen Inc
Week-5,180130-007198,30-Jan-18,Journal,79001799,Espacios,J,SciELO-Scientific Electronic Library Online,-,2017,38,56,Article,"The university integration management
model in the national innovation system",Single Article missing,Missing content,-,-,Thomson Digital
Week-5,180129-005936,29-Jan-18,Journal,77993499,"Drugs: Education, Prevention and Policy",J,E-flow Taylor and Francis,-,2016,25,2,Issue,-,Whole issue missing,Missing content,-,-,SPI
Week-5,180130-011361,30-Jan-18,Journal,78056699,Publications of the Astronomical Society of Japan,J,E-flow Oxford University Press,-,2018,70,-,Issue,-,Whole issue missing,Missing content,-,-,Innodata Isogen Inc
Week-5,180130-008436,30-Jan-18,Journal,259427899,International Journal of Pure and Applied Mathematics,J,Academic Press,-,2017,117,1,Article,"ANOTHER STEP TOWARDS DETERMINING
THE HIT NUMBER OF SUBDIVIDED STARS",Single Article missing,Missing content,-,-,Innodata Isogen Inc
Week-5,180130-006871,30-Jan-18,Journal,79001799,Espacios,J,SciELO-Scientific Electronic Library Online,-,2017,38,56,Article,"Features of sociocultural adjustment of
Chinese students studying in Russian
universities",Single Article missing,Missing content,-,-,Thomson Digital
Week-5,180130-003924,30-Jan-18,Journal,358116199,International Journal of GEOMATE,J,GEOMATE International Society,-,2017,13,37,Issue,-,Whole issue missing,Missing content,-,-,Thomson Digital
Week-5,180130-006655,30-Jan-18,Journal,79001799,Espacios,J,SciELO-Scientific Electronic Library Online,-,2017,38,56,Article,"Improving the professional training of
future economists in Kazakhstan based
on the experience of the USA",Single Article missing,Missing content,-,-,Thomson Digital
Week-5,180129-007045,29-Jan-18,Journal,77987199,European Review of Agricultural Economics,J,E-flow Oxford University Press,-,2018,45,1,Issue,-,Whole issue missing,Missing content,-,-,Innodata Isogen Inc
Week-5,180129-002320,29-Jan-18,Journal,78113199,Journal of Chromatographic Science,J,E-flow Oxford University Press,-,2017,55,8,Article,"Esterification of Ibuprofen in Soft Gelatin
Capsules Formulations—Identification,
Synthesis and Liquid Chromatography
Separation of the Degradation Products",Single Article missing,Missing content,-,-,Innodata Isogen Inc
Week-5,180130-008262,30-Jan-18,Journal,78736899,Italian Journal of Animal Science,J,E-flow Taylor and Francis,-,2018,17,1,Article,"Long-term variability of bulk milk somatic cell
and bacterial counts associated with dairy farms
moving from conventional to automatic milking
systems",Single Article missing,Missing content,-,-,Spi
Week-5,180130-007762,30-Jan-18,Journal,306286899,Frontiers in Psychology,J,Frontiers Media S. A,-,2015,6,-,Article,Grounding grammatical categories: attention bias in hand space influences grammatical congruency judgment of Chinese nominal classifiers,Single Article missing,Missing content,-,-,Thomson Digital
Week-5,180131-003006,31-Jan-18,Journal,300642299,Clinical Kidney Journal,J,E-flow Oxford University Press,-,2017,10,6,Issue,-,Whole issue missing,Missing content,-,-,Innodata Isogen Inc
Week-5,180130-007545,30-Jan-18,Journal,79001799,Espacios,J,SciELO-Scientific Electronic Library Online,-,2017,38,56,Article,"Academic Advising in the Context of
Modernization of Higher education of
Kazakhstan",Single Article missing,Missing content,-,-,Thomson Digital
Week-5,180130-007385,30-Jan-18,Journal,79001799,Espacios,J,SciELO-Scientific Electronic Library Online,-,2017,38,56,Article,"Distance learning as an instrument providing
availability of the higher education to students
with disabilities",Single Article missing,Missing content,-,-,Thomson Digital
Week-5,180130-007687,30-Jan-18,Journal,642413906,Journal of Social Studies Education Research,J,Association for Social Studies Educa,-,2017,8,3,Article,"Readiness of Educational Activity Subjects for Results-oriented Cooperation in the
Inclusive Educational Practice of Higher School",Single Article missing,Missing content,-,-,Spi
Week-5,180130-007620,30-Jan-18,Journal,295802099,International Journal of Applied Engineering Research,J,Research India Publications,-,2017,12,24,Article,Experimental Studies of a Heat Pump with Microprocessor Control on an Animal Farm,Single Article missing,Missing content,-,-,Spi
Week-5,180130-007309,30-Jan-18,Journal,295802099,International Journal of Applied Engineering Research,J,Research India Publications,-,2017,12,24,Article,Failure Classification in High Concentration Photovoltaic System (HCPV) by using Probabilistic Neural Networks,Single Article missing,Missing content,-,-,Spi
Week-5,180130-004413,30-Jan-18,Journal,77822499,Journal of the Textile Association,J,Textile Association (India),-,2017,78,3,Issue,-,Whole issue missing,Missing content,-,-,Spi
Week-5,180130-004521,30-Jan-18,Journal,78336399,Egyptian Journal of Chemistry,J,NIDOC (Nat.Inform.Document.Centre),-,2017,60,4,Article,Utilization of Short-cut PET Fibers as Reinforcement Additive for Kraft Bagasse Paper Making,Single Article missing,Missing content,-,-,Innodata Isogen Inc
Week-5,180130-005013,30-Jan-18,Journal,667310199,ACS Omega,J,E-flow ACS (American Chemical Society),-,2017,2,11,Article,"Nanostructure of Surface Films on Ni18P Alloy in Sulfate Solutions by
the Maximum Entropy Method",Single Article missing,Missing content,-,-,Innodata Isogen Inc
Week-5,180130-008348,30-Jan-18,Journal,76457099,Journal of Medicinal Chemistry,J,E-flow ACS (American Chemical Society),-,2018,61,1,Article,"Structure-Based Design, Synthesis, and In Vivo Antinociceptive
Effects of Selective A1 Adenosine Receptor Agonists",Single Article missing,Missing content,-,-,Innodata Isogen Inc
Week-5,180129-013696,29-Jan-18,Journal,76955399,Journal of Mammalogy,J,E-flow BioOne,-,2017,98,1,Article,"Habitat selection of the pond bat (Myotis dasycneme) during
pregnancy and lactation in northern Poland",Single Article missing,Missing content,-,-,Innodata Isogen Inc
Week-5,180130-002105,30-Jan-18,Journal,661922422,International Journal of Engineering and Technology(UAE),J,Science Publishing Corporation Inc,-,2018,7,1.1SpecialIssue1,Article,Perception on faculty academic relationship management in higher education with reference to self financing engineering colleges,Single Article missing,Missing content,-,-,Thomson Digital
Week-5,180130-000634,30-Jan-18,Journal,79564599,Information (Japan),J,International Information Institute Ltd.,-,2017,20,8,Issue,-,Whole issue missing,Missing content,-,-,Innodata Isogen Inc
Week-5,180129-003410,29-Jan-18,Journal,78231399,Journal of Psychosocial Nursing and Mental Health Services,J,Slack Incorporated,-,2018,56,1,Article,"Impulsivity and Sensation-Seeking Personality Traits as
Predictors of Substance Use Among University Students",Single Article missing,Missing content,-,-,Spi
Week-5,180130-003119,30-Jan-18,Journal,290219199,Journal of Advanced Research in Dynamical and Control Systems,J,"Institute of Advanced Scientific Research, Inc.",-,2017,9,1,Article,An Effective Method of Multiplier using Advanced Booth Encoding Algorithm Using Wallace Tree Adder,Single Article missing,Missing content,-,-,Spi
Week-5,180128-002102,28-Jan-18,Journal,77857999,"Clinical Medicine, Journal of the Royal College of Physicians of London",J,Royal College of Physicians,-,2016,16,Supplement6,Issue,-,Whole issue missing,Missing content,-,-,Innodata Isogen Inc
Week-5,180130-004047,30-Jan-18,Journal,78336399,Egyptian Journal of Chemistry,J,NIDOC (Nat.Inform.Document.Centre),-,2017,60,5,Article,"The Combined Effect of ACE, TCF7L2, and PPARGC1A Gene Polymorphisms in Diabetic Nephropathy",Single Article missing,Missing content,-,-,Innodata Isogen Inc
Week-5,180128-001655,28-Jan-18,Journal,78336399,Egyptian Journal of Chemistry,J,NIDOC (Nat.Inform.Document.Centre),-,2017,60,5,Article,Genetic Variants of Interleukin-18 Promoter Gene in Coronary Artery Disease,Single Article missing,Missing content,-,-,Innodata Isogen Inc
Week-5,180128-001655,28-Jan-18,Journal,78336399,Egyptian Journal of Chemistry,J,NIDOC (Nat.Inform.Document.Centre),-,2017,60,5,Article,Relationship between Sex Hormone-Binding Globulin (SHBG) and Insulin-Like Growth Factor-I (IGF-I) with Metabolic Syndrome,Single Article missing,Missing content,-,-,Innodata Isogen Inc
Week-5,180131-006842,31-Jan-18,Journal,76693199,Indian Journal of Clinical Biochemistry,J,E-Flow Springer,-,2009,24,4,Article,"EFFECT OF VARYING DURATIONS OF PYRAMID EXPOSURE – AN INDICATION
TOWARDS A POSSIBILITY OF OVEREXPOSURE",Single Article missing,Missing content,-,-,Spi
Week-5,180131-006960,31-Jan-18,Journal,79001799,Espacios,J,SciELO-Scientific Electronic Library Online,-,2017,38,56,Article,"Psychological knowledge in teacher’s
professional activity",Single Article missing,Missing content,-,-,Thomson Digital
Week-5,180130-015341,30-Jan-18,Journal,76952999,Agricultural Systems,J,E-Flow Elsevier,-,2018,160,-,Article,"Distinguishing between endogenous and exogenous price volatility in
food security assessment: An empirical nonlinear dynamics approach",Single Article missing,Missing content,-,-,Aptara
Week-5,180130-005003,30-Jan-18,Journal,79787799,Turkish Online Journal of Educational Technology,J,Sakarya University,-,2017,2017,SpecialIssue2017,Article,Teaching Expert Systems Development With Kafka,Single Article missing,Missing content,-,-,SPI
Week-5,180129-009081,29-Jan-18,Journal,295802099,International Journal of Applied Engineering Research,J,Research India Publications,-,2017,12,16,Article,A Random Forest Estimator Combined With N-Artificial Neural Network Classifiers to Optimize Network Intrusion Detection,Single Article missing,Missing content,-,-,SPI
Week-5,180128-003674,28-Jan-18,Journal,76359799,FEMS Microbiology Ecology,J,E-flow Oxford University Press,-,2015,91,12,Article,"Cyanobacterial community composition in Arctic soil
crusts at different stages of development",Single Article missing,Missing content,-,-,Innodata Isogen Inc
